agent_id,origin_node_id,destination_node_id,customized_cost_link_type,customized_cost_link_value,agent_type,set_of_allowed_links
4047,1028,4024,1,0,1,1;2;3
4048,1028,4025,1,23,1,1;2;3
4049,1028,4026,1,0,1,1;2;3
4050,1028,4027,1,0,1,1;2;3
4051,1028,4029,1,0,1,1;2;3
4052,1028,4030,1,0,1,1;2;3
4053,1028,4031,1,2447,1,1;2;3
4054,1028,4032,1,0,1,1;2;3
4055,1028,4033,1,0,1,1;2;3
4056,1028,4034,1,0,1,1;2;3
4057,1028,4035,1,0,1,1;2;3
4058,1028,4036,1,1119,1,1;2;3
4059,1028,4037,1,0,1,1;2;3
4060,1028,4038,1,0,1,1;2;3
4061,1028,4039,1,52,1,1;2;3
4062,1028,4040,1,5566,1,1;2;3
4063,1028,4041,1,0,1,1;2;3
4064,1028,4042,1,28,1,1;2;3
4065,1028,4043,1,0,1,1;2;3
4066,1028,4044,1,2,1,1;2;3
4067,1028,4045,1,0,1,1;2;3
4068,1028,4046,1,0,1,1;2;3
4069,1028,4047,1,0,1,1;2;3
4070,1028,4048,1,0,1,1;2;3
4071,1028,4049,1,7,1,1;2;3
4072,1028,4050,1,1,1,1;2;3
4073,1028,4051,1,29,1,1;2;3
4074,1028,4052,1,0,1,1;2;3
4075,1028,4053,1,0,1,1;2;3
4076,1028,4054,1,72,1,1;2;3
4077,1028,4055,1,368,1,1;2;3
4078,1028,4056,1,746,1,1;2;3
4079,1028,4057,1,0,1,1;2;3
4080,1028,4058,1,5,1,1;2;3
4081,1028,4059,1,0,1,1;2;3
4082,1028,4060,1,0,1,1;2;3
4083,1028,4061,1,36,1,1;2;3
4084,1028,4062,1,417,1,1;2;3
4085,1028,4063,1,0,1,1;2;3
4086,1028,4064,1,3,1,1;2;3
4087,1028,4065,1,0,1,1;2;3
4088,1028,4066,1,0,1,1;2;3
4089,1028,4067,1,572,1,1;2;3
4090,1028,4068,1,0,1,1;2;3
4091,1028,4069,1,0,1,1;2;3
4092,1028,4070,1,10,1,1;2;3
4093,1028,4071,1,0,1,1;2;3
4094,1028,4072,1,14,1,1;2;3
4095,1028,4073,1,2003,1,1;2;3
4096,1028,4074,1,0,1,1;2;3
4097,1028,4075,1,1,1,1;2;3
4098,1028,4076,1,0,1,1;2;3
4099,1028,4077,1,163,1,1;2;3
4100,1028,4078,1,4,1,1;2;3
4101,1028,4079,1,115,1,1;2;3
4102,1028,4080,1,0,1,1;2;3
4103,1028,4081,1,130,1,1;2;3
4104,1028,4082,1,5,1,1;2;3
4105,1028,4083,1,0,1,1;2;3
4106,1028,4084,1,2367,1,1;2;3
4107,1028,4085,1,0,1,1;2;3
4108,1028,4086,1,16,1,1;2;3
4109,1028,4087,1,29,1,1;2;3
4110,1028,4088,1,77,1,1;2;3
4111,1028,4089,1,3259,1,1;2;3
4112,1028,4090,1,0,1,1;2;3
4113,1028,4091,1,0,1,1;2;3
4114,1028,4092,1,5,1,1;2;3
4115,1028,4093,1,4219,1,1;2;3
4116,1028,4094,1,2474,1,1;2;3
4117,1028,4095,1,0,1,1;2;3
4118,1028,4096,1,42,1,1;2;3
4119,1028,4097,1,0,1,1;2;3
4120,1028,4098,1,1,1,1;2;3
4121,1028,4099,1,0,1,1;2;3
4122,1028,4100,1,0,1,1;2;3
4123,1028,4101,1,0,1,1;2;3
4124,1028,4102,1,0,1,1;2;3
4125,1028,4103,1,2496,1,1;2;3
4126,1028,4104,1,5333,1,1;2;3
4127,1028,4105,1,0,1,1;2;3
4128,1028,4106,1,0,1,1;2;3
4129,1028,4107,1,77,1,1;2;3
4130,1028,4108,1,0,1,1;2;3
4131,1028,4109,1,0,1,1;2;3
4132,1028,4110,1,109,1,1;2;3
4133,1028,4111,1,0,1,1;2;3
4134,1028,4112,1,1,1,1;2;3
4135,1028,4113,1,1010,1,1;2;3
4136,1028,4114,1,2953,1,1;2;3
4137,1028,4115,1,0,1,1;2;3
4138,1028,4116,1,1,1,1;2;3
4139,1028,4117,1,274,1,1;2;3
4140,1028,4118,1,0,1,1;2;3
4141,1028,4119,1,0,1,1;2;3
4142,1028,4120,1,10,1,1;2;3
4143,1028,4121,1,0,1,1;2;3
4144,1028,4122,1,0,1,1;2;3
4145,1028,4123,1,9,1,1;2;3
4146,1028,4124,1,0,1,1;2;3
4147,1028,4125,1,2617,1,1;2;3
4148,1028,4126,1,0,1,1;2;3
4149,1028,4127,1,0,1,1;2;3
4150,1028,4128,1,1,1,1;2;3
4151,1028,4129,1,7104,1,1;2;3
4152,1028,4130,1,9,1,1;2;3
4153,1028,4131,1,6,1,1;2;3
4154,1028,4132,1,0,1,1;2;3
4155,1028,4133,1,0,1,1;2;3
4156,1028,4134,1,0,1,1;2;3
4157,1028,4135,1,0,1,1;2;3
4158,1028,4136,1,0,1,1;2;3
4159,1028,4137,1,0,1,1;2;3
4160,1028,4138,1,0,1,1;2;3
4161,1028,4139,1,0,1,1;2;3
4162,1028,4140,1,7,1,1;2;3
4163,1028,4141,1,6,1,1;2;3
4164,1028,4142,1,0,1,1;2;3
4165,1028,4143,1,0,1,1;2;3
4166,1028,4144,1,0,1,1;2;3
4167,1028,4145,1,0,1,1;2;3
4168,1028,4146,1,0,1,1;2;3
4169,1028,4147,1,0,1,1;2;3
4170,1028,4148,1,503,1,1;2;3
4171,1028,4149,1,0,1,1;2;3
4172,1028,4150,1,2786,1,1;2;3
4173,1029,4001,1,0,1,1;2;3
4174,1029,4002,1,1,1,1;2;3
4175,1029,4003,1,0,1,1;2;3
4176,1029,4004,1,144,1,1;2;3
4177,1029,4005,1,0,1,1;2;3
4178,1029,4006,1,2,1,1;2;3
4179,1029,4007,1,3,1,1;2;3
4180,1029,4008,1,0,1,1;2;3
4181,1029,4009,1,4,1,1;2;3
4182,1029,4010,1,0,1,1;2;3
4183,1029,4011,1,0,1,1;2;3
4184,1029,4012,1,0,1,1;2;3
4185,1029,4013,1,0,1,1;2;3
4186,1029,4014,1,0,1,1;2;3
4187,1029,4015,1,0,1,1;2;3
4188,1029,4016,1,0,1,1;2;3
4189,1029,4017,1,3,1,1;2;3
4190,1029,4018,1,0,1,1;2;3
4191,1029,4019,1,5399,1,1;2;3
4192,1029,4020,1,0,1,1;2;3
4193,1029,4021,1,48,1,1;2;3
4194,1029,4022,1,199,1,1;2;3
4195,1029,4023,1,0,1,1;2;3
4196,1029,4024,1,105,1,1;2;3
4197,1029,4025,1,0,1,1;2;3
4198,1029,4026,1,173,1,1;2;3
4199,1029,4027,1,0,1,1;2;3
4200,1029,4028,1,0,1,1;2;3
4201,1029,4030,1,140,1,1;2;3
4202,1029,4031,1,0,1,1;2;3
4203,1029,4032,1,147,1,1;2;3
4204,1029,4033,1,0,1,1;2;3
4205,1029,4034,1,815,1,1;2;3
4206,1029,4035,1,1,1,1;2;3
4207,1029,4036,1,29,1,1;2;3
4208,1029,4037,1,0,1,1;2;3
4209,1029,4038,1,3040,1,1;2;3
4210,1029,4039,1,4335,1,1;2;3
4211,1029,4040,1,0,1,1;2;3
4212,1029,4041,1,2946,1,1;2;3
4213,1029,4042,1,0,1,1;2;3
4214,1029,4043,1,661,1,1;2;3
4215,1029,4044,1,122,1,1;2;3
4216,1029,4045,1,1526,1,1;2;3
4217,1029,4046,1,0,1,1;2;3
4218,1029,4047,1,0,1,1;2;3
4219,1029,4048,1,7,1,1;2;3
4220,1029,4049,1,0,1,1;2;3
4221,1029,4050,1,1,1,1;2;3
4222,1029,4051,1,0,1,1;2;3
4223,1029,4052,1,109,1,1;2;3
4224,1029,4053,1,0,1,1;2;3
4225,1029,4054,1,0,1,1;2;3
4226,1029,4055,1,0,1,1;2;3
4227,1029,4056,1,0,1,1;2;3
4228,1029,4057,1,0,1,1;2;3
4229,1029,4058,1,5413,1,1;2;3
4230,1029,4059,1,3,1,1;2;3
4231,1029,4060,1,0,1,1;2;3
4232,1029,4061,1,0,1,1;2;3
4233,1029,4062,1,1,1,1;2;3
4234,1029,4063,1,0,1,1;2;3
4235,1029,4064,1,227,1,1;2;3
4236,1029,4065,1,0,1,1;2;3
4237,1029,4066,1,0,1,1;2;3
4238,1029,4067,1,14,1,1;2;3
4239,1029,4068,1,0,1,1;2;3
4240,1029,4069,1,138,1,1;2;3
4241,1029,4070,1,0,1,1;2;3
4242,1029,4071,1,72,1,1;2;3
4243,1029,4072,1,0,1,1;2;3
4244,1029,4073,1,0,1,1;2;3
4245,1029,4074,1,0,1,1;2;3
4246,1029,4075,1,0,1,1;2;3
4247,1029,4076,1,3,1,1;2;3
4248,1029,4077,1,1956,1,1;2;3
4249,1029,4078,1,0,1,1;2;3
4250,1029,4079,1,1,1,1;2;3
4251,1029,4080,1,220,1,1;2;3
4252,1029,4081,1,0,1,1;2;3
4253,1029,4082,1,0,1,1;2;3
4254,1029,4083,1,0,1,1;2;3
4255,1029,4084,1,327,1,1;2;3
4256,1029,4085,1,1,1,1;2;3
4257,1029,4086,1,124,1,1;2;3
4258,1029,4087,1,0,1,1;2;3
4259,1029,4088,1,0,1,1;2;3
4260,1029,4089,1,0,1,1;2;3
4261,1029,4090,1,0,1,1;2;3
4262,1029,4091,1,0,1,1;2;3
4263,1029,4092,1,3,1,1;2;3
4264,1029,4093,1,0,1,1;2;3
4265,1029,4094,1,18,1,1;2;3
4266,1029,4095,1,0,1,1;2;3
4267,1029,4096,1,266,1,1;2;3
4268,1029,4097,1,0,1,1;2;3
4269,1029,4098,1,0,1,1;2;3
4270,1029,4099,1,0,1,1;2;3
4271,1029,4100,1,68,1,1;2;3
4272,1029,4101,1,0,1,1;2;3
4273,1029,4102,1,0,1,1;2;3
4274,1029,4103,1,0,1,1;2;3
4275,1029,4104,1,0,1,1;2;3
4276,1029,4105,1,0,1,1;2;3
4277,1029,4106,1,4,1,1;2;3
4278,1029,4107,1,4,1,1;2;3
4279,1029,4108,1,0,1,1;2;3
4280,1029,4109,1,35,1,1;2;3
4281,1029,4110,1,0,1,1;2;3
4282,1029,4111,1,0,1,1;2;3
4283,1029,4112,1,0,1,1;2;3
4284,1029,4113,1,0,1,1;2;3
4285,1029,4114,1,107,1,1;2;3
4286,1029,4115,1,0,1,1;2;3
4287,1029,4116,1,174,1,1;2;3
4288,1029,4117,1,0,1,1;2;3
4289,1029,4118,1,4760,1,1;2;3
4290,1029,4119,1,5,1,1;2;3
4291,1029,4120,1,0,1,1;2;3
4292,1029,4121,1,938,1,1;2;3
4293,1029,4122,1,0,1,1;2;3
4294,1029,4123,1,0,1,1;2;3
4295,1029,4124,1,1,1,1;2;3
4296,1029,4125,1,2,1,1;2;3
4297,1029,4126,1,0,1,1;2;3
4298,1029,4127,1,5,1,1;2;3
4299,1029,4128,1,0,1,1;2;3
4300,1029,4129,1,0,1,1;2;3
4301,1029,4130,1,1,1,1;2;3
4302,1029,4131,1,3,1,1;2;3
4303,1029,4132,1,3109,1,1;2;3
4304,1029,4133,1,0,1,1;2;3
4305,1029,4134,1,0,1,1;2;3
4306,1029,4135,1,0,1,1;2;3
4307,1029,4136,1,0,1,1;2;3
4308,1029,4137,1,0,1,1;2;3
4309,1029,4138,1,2664,1,1;2;3
4310,1029,4139,1,0,1,1;2;3
4311,1029,4140,1,58,1,1;2;3
4312,1029,4141,1,536,1,1;2;3
4313,1029,4142,1,46,1,1;2;3
4314,1029,4143,1,4,1,1;2;3
4315,1029,4144,1,165,1,1;2;3
4316,1029,4145,1,0,1,1;2;3
4317,1029,4146,1,2647,1,1;2;3
4318,1029,4147,1,0,1,1;2;3
4319,1029,4148,1,0,1,1;2;3
4320,1029,4149,1,3,1,1;2;3
4321,1029,4150,1,0,1,1;2;3
4322,1030,4001,1,1733,1,1;2;3
4323,1030,4002,1,0,1,1;2;3
4324,1030,4003,1,0,1,1;2;3
4325,1030,4004,1,1,1,1;2;3
4326,1030,4005,1,3,1,1;2;3
4327,1030,4006,1,4901,1,1;2;3
4328,1030,4007,1,0,1,1;2;3
4329,1030,4008,1,1614,1,1;2;3
4330,1030,4009,1,0,1,1;2;3
4331,1030,4010,1,0,1,1;2;3
4332,1030,4011,1,4,1,1;2;3
4333,1030,4012,1,0,1,1;2;3
4334,1030,4013,1,218,1,1;2;3
4335,1030,4014,1,0,1,1;2;3
4336,1030,4015,1,2,1,1;2;3
4337,1030,4016,1,0,1,1;2;3
4338,1030,4017,1,0,1,1;2;3
4339,1030,4018,1,28,1,1;2;3
4340,1030,4019,1,583,1,1;2;3
4341,1030,4020,1,2,1,1;2;3
4342,1030,4021,1,169,1,1;2;3
4343,1030,4022,1,1,1,1;2;3
4344,1030,4023,1,133,1,1;2;3
4345,1030,4024,1,0,1,1;2;3
4346,1030,4025,1,0,1,1;2;3
4347,1030,4026,1,0,1,1;2;3
4348,1030,4027,1,2,1,1;2;3
4349,1030,4028,1,0,1,1;2;3
4350,1030,4029,1,0,1,1;2;3
4351,1030,4031,1,0,1,1;2;3
4352,1030,4032,1,0,1,1;2;3
4353,1030,4033,1,0,1,1;2;3
4354,1030,4034,1,0,1,1;2;3
4355,1030,4035,1,0,1,1;2;3
4356,1030,4036,1,0,1,1;2;3
4357,1030,4037,1,0,1,1;2;3
4358,1030,4038,1,0,1,1;2;3
4359,1030,4039,1,0,1,1;2;3
4360,1030,4040,1,0,1,1;2;3
4361,1030,4041,1,0,1,1;2;3
4362,1030,4042,1,0,1,1;2;3
4363,1030,4043,1,0,1,1;2;3
4364,1030,4044,1,5275,1,1;2;3
4365,1030,4045,1,2,1,1;2;3
4366,1030,4046,1,0,1,1;2;3
4367,1030,4047,1,2703,1,1;2;3
4368,1030,4048,1,2,1,1;2;3
4369,1030,4049,1,0,1,1;2;3
4370,1030,4050,1,0,1,1;2;3
4371,1030,4051,1,1146,1,1;2;3
4372,1030,4052,1,0,1,1;2;3
4373,1030,4053,1,0,1,1;2;3
4374,1030,4054,1,1,1,1;2;3
4375,1030,4055,1,57,1,1;2;3
4376,1030,4056,1,0,1,1;2;3
4377,1030,4057,1,0,1,1;2;3
4378,1030,4058,1,288,1,1;2;3
4379,1030,4059,1,0,1,1;2;3
4380,1030,4060,1,0,1,1;2;3
4381,1030,4061,1,14,1,1;2;3
4382,1030,4062,1,5,1,1;2;3
4383,1030,4063,1,0,1,1;2;3
4384,1030,4064,1,0,1,1;2;3
4385,1030,4065,1,148,1,1;2;3
4386,1030,4066,1,0,1,1;2;3
4387,1030,4067,1,1,1,1;2;3
4388,1030,4068,1,1,1,1;2;3
4389,1030,4069,1,0,1,1;2;3
4390,1030,4070,1,0,1,1;2;3
4391,1030,4071,1,0,1,1;2;3
4392,1030,4072,1,116,1,1;2;3
4393,1030,4073,1,0,1,1;2;3
4394,1030,4074,1,0,1,1;2;3
4395,1030,4075,1,1699,1,1;2;3
4396,1030,4076,1,0,1,1;2;3
4397,1030,4077,1,0,1,1;2;3
4398,1030,4078,1,4,1,1;2;3
4399,1030,4079,1,5057,1,1;2;3
4400,1030,4080,1,0,1,1;2;3
4401,1030,4081,1,0,1,1;2;3
4402,1030,4082,1,9,1,1;2;3
4403,1030,4083,1,0,1,1;2;3
4404,1030,4084,1,9,1,1;2;3
4405,1030,4085,1,1528,1,1;2;3
4406,1030,4086,1,306,1,1;2;3
4407,1030,4087,1,4,1,1;2;3
4408,1030,4088,1,0,1,1;2;3
4409,1030,4089,1,42,1,1;2;3
4410,1030,4090,1,49,1,1;2;3
4411,1030,4091,1,0,1,1;2;3
4412,1030,4092,1,0,1,1;2;3
4413,1030,4093,1,0,1,1;2;3
4414,1030,4094,1,0,1,1;2;3
4415,1030,4095,1,4,1,1;2;3
4416,1030,4096,1,1,1,1;2;3
4417,1030,4097,1,2,1,1;2;3
4418,1030,4098,1,42,1,1;2;3
4419,1030,4099,1,0,1,1;2;3
4420,1030,4100,1,18,1,1;2;3
4421,1030,4101,1,30,1,1;2;3
4422,1030,4102,1,2161,1,1;2;3
4423,1030,4103,1,0,1,1;2;3
4424,1030,4104,1,528,1,1;2;3
4425,1030,4105,1,92,1,1;2;3
4426,1030,4106,1,0,1,1;2;3
4427,1030,4107,1,0,1,1;2;3
4428,1030,4108,1,42,1,1;2;3
4429,1030,4109,1,693,1,1;2;3
4430,1030,4110,1,0,1,1;2;3
4431,1030,4111,1,0,1,1;2;3
4432,1030,4112,1,0,1,1;2;3
4433,1030,4113,1,0,1,1;2;3
4434,1030,4114,1,0,1,1;2;3
4435,1030,4115,1,0,1,1;2;3
4436,1030,4116,1,0,1,1;2;3
4437,1030,4117,1,0,1,1;2;3
4438,1030,4118,1,4,1,1;2;3
4439,1030,4119,1,0,1,1;2;3
4440,1030,4120,1,0,1,1;2;3
4441,1030,4121,1,0,1,1;2;3
4442,1030,4122,1,372,1,1;2;3
4443,1030,4123,1,0,1,1;2;3
4444,1030,4124,1,5,1,1;2;3
4445,1030,4125,1,0,1,1;2;3
4446,1030,4126,1,0,1,1;2;3
4447,1030,4127,1,0,1,1;2;3
4448,1030,4128,1,3,1,1;2;3
4449,1030,4129,1,0,1,1;2;3
4450,1030,4130,1,0,1,1;2;3
4451,1030,4131,1,933,1,1;2;3
4452,1030,4132,1,0,1,1;2;3
4453,1030,4133,1,6315,1,1;2;3
4454,1030,4134,1,1,1,1;2;3
4455,1030,4135,1,16,1,1;2;3
4456,1030,4136,1,0,1,1;2;3
4457,1030,4137,1,1,1,1;2;3
4458,1030,4138,1,0,1,1;2;3
4459,1030,4139,1,0,1,1;2;3
4460,1030,4140,1,0,1,1;2;3
4461,1030,4141,1,3,1,1;2;3
4462,1030,4142,1,0,1,1;2;3
4463,1030,4143,1,0,1,1;2;3
4464,1030,4144,1,0,1,1;2;3
4465,1030,4145,1,61,1,1;2;3
4466,1030,4146,1,0,1,1;2;3
4467,1030,4147,1,1206,1,1;2;3
4468,1030,4148,1,95,1,1;2;3
4469,1030,4149,1,2384,1,1;2;3
4470,1030,4150,1,0,1,1;2;3
4471,1031,4001,1,64,1,1;2;3
4472,1031,4002,1,0,1,1;2;3
4473,1031,4003,1,1568,1,1;2;3
4474,1031,4004,1,0,1,1;2;3
4475,1031,4005,1,1,1,1;2;3
4476,1031,4006,1,275,1,1;2;3
4477,1031,4007,1,24,1,1;2;3
4478,1031,4008,1,0,1,1;2;3
4479,1031,4009,1,0,1,1;2;3
4480,1031,4010,1,3835,1,1;2;3
4481,1031,4011,1,107,1,1;2;3
4482,1031,4012,1,0,1,1;2;3
4483,1031,4013,1,31,1,1;2;3
4484,1031,4014,1,5,1,1;2;3
4485,1031,4015,1,0,1,1;2;3
4486,1031,4016,1,60,1,1;2;3
4487,1031,4017,1,1,1,1;2;3
4488,1031,4018,1,62,1,1;2;3
4489,1031,4019,1,0,1,1;2;3
4490,1031,4020,1,0,1,1;2;3
4491,1031,4021,1,1,1,1;2;3
4492,1031,4022,1,0,1,1;2;3
4493,1031,4023,1,424,1,1;2;3
4494,1031,4024,1,0,1,1;2;3
4495,1031,4025,1,0,1,1;2;3
4496,1031,4026,1,0,1,1;2;3
4497,1031,4027,1,15,1,1;2;3
4498,1031,4028,1,0,1,1;2;3
4499,1031,4029,1,23,1,1;2;3
4500,1031,4030,1,0,1,1;2;3
4501,1031,4032,1,0,1,1;2;3
4502,1031,4033,1,1877,1,1;2;3
4503,1031,4034,1,53,1,1;2;3
4504,1031,4035,1,131,1,1;2;3
4505,1031,4036,1,0,1,1;2;3
4506,1031,4037,1,25,1,1;2;3
4507,1031,4038,1,876,1,1;2;3
4508,1031,4039,1,0,1,1;2;3
4509,1031,4040,1,0,1,1;2;3
4510,1031,4041,1,1,1,1;2;3
4511,1031,4042,1,0,1,1;2;3
4512,1031,4043,1,0,1,1;2;3
4513,1031,4044,1,0,1,1;2;3
4514,1031,4045,1,0,1,1;2;3
4515,1031,4046,1,0,1,1;2;3
4516,1031,4047,1,0,1,1;2;3
4517,1031,4048,1,0,1,1;2;3
4518,1031,4049,1,0,1,1;2;3
4519,1031,4050,1,1,1,1;2;3
4520,1031,4051,1,346,1,1;2;3
4521,1031,4052,1,358,1,1;2;3
4522,1031,4053,1,0,1,1;2;3
4523,1031,4054,1,2,1,1;2;3
4524,1031,4055,1,0,1,1;2;3
4525,1031,4056,1,437,1,1;2;3
4526,1031,4057,1,11,1,1;2;3
4527,1031,4058,1,5,1,1;2;3
4528,1031,4059,1,0,1,1;2;3
4529,1031,4060,1,0,1,1;2;3
4530,1031,4061,1,0,1,1;2;3
4531,1031,4062,1,0,1,1;2;3
4532,1031,4063,1,4,1,1;2;3
4533,1031,4064,1,0,1,1;2;3
4534,1031,4065,1,0,1,1;2;3
4535,1031,4066,1,0,1,1;2;3
4536,1031,4067,1,364,1,1;2;3
4537,1031,4068,1,0,1,1;2;3
4538,1031,4069,1,74,1,1;2;3
4539,1031,4070,1,355,1,1;2;3
4540,1031,4071,1,0,1,1;2;3
4541,1031,4072,1,0,1,1;2;3
4542,1031,4073,1,1,1,1;2;3
4543,1031,4074,1,0,1,1;2;3
4544,1031,4075,1,0,1,1;2;3
4545,1031,4076,1,0,1,1;2;3
4546,1031,4077,1,0,1,1;2;3
4547,1031,4078,1,6,1,1;2;3
4548,1031,4079,1,48,1,1;2;3
4549,1031,4080,1,2,1,1;2;3
4550,1031,4081,1,0,1,1;2;3
4551,1031,4082,1,0,1,1;2;3
4552,1031,4083,1,0,1,1;2;3
4553,1031,4084,1,113,1,1;2;3
4554,1031,4085,1,3,1,1;2;3
4555,1031,4086,1,0,1,1;2;3
4556,1031,4087,1,53,1,1;2;3
4557,1031,4088,1,0,1,1;2;3
4558,1031,4089,1,0,1,1;2;3
4559,1031,4090,1,0,1,1;2;3
4560,1031,4091,1,6,1,1;2;3
4561,1031,4092,1,0,1,1;2;3
4562,1031,4093,1,130,1,1;2;3
4563,1031,4094,1,0,1,1;2;3
4564,1031,4095,1,0,1,1;2;3
4565,1031,4096,1,1,1,1;2;3
4566,1031,4097,1,1419,1,1;2;3
4567,1031,4098,1,0,1,1;2;3
4568,1031,4099,1,1149,1,1;2;3
4569,1031,4100,1,0,1,1;2;3
4570,1031,4101,1,10,1,1;2;3
4571,1031,4102,1,0,1,1;2;3
4572,1031,4103,1,0,1,1;2;3
4573,1031,4104,1,1504,1,1;2;3
4574,1031,4105,1,7014,1,1;2;3
4575,1031,4106,1,0,1,1;2;3
4576,1031,4107,1,44,1,1;2;3
4577,1031,4108,1,46,1,1;2;3
4578,1031,4109,1,821,1,1;2;3
4579,1031,4110,1,0,1,1;2;3
4580,1031,4111,1,0,1,1;2;3
4581,1031,4112,1,1,1,1;2;3
4582,1031,4113,1,54,1,1;2;3
4583,1031,4114,1,20,1,1;2;3
4584,1031,4115,1,1688,1,1;2;3
4585,1031,4116,1,0,1,1;2;3
4586,1031,4117,1,788,1,1;2;3
4587,1031,4118,1,0,1,1;2;3
4588,1031,4119,1,0,1,1;2;3
4589,1031,4120,1,523,1,1;2;3
4590,1031,4121,1,0,1,1;2;3
4591,1031,4122,1,0,1,1;2;3
4592,1031,4123,1,0,1,1;2;3
4593,1031,4124,1,894,1,1;2;3
4594,1031,4125,1,2,1,1;2;3
4595,1031,4126,1,137,1,1;2;3
4596,1031,4127,1,0,1,1;2;3
4597,1031,4128,1,0,1,1;2;3
4598,1031,4129,1,4,1,1;2;3
4599,1031,4130,1,176,1,1;2;3
4600,1031,4131,1,7,1,1;2;3
4601,1031,4132,1,0,1,1;2;3
4602,1031,4133,1,0,1,1;2;3
4603,1031,4134,1,1301,1,1;2;3
4604,1031,4135,1,4638,1,1;2;3
4605,1031,4136,1,17,1,1;2;3
4606,1031,4137,1,3,1,1;2;3
4607,1031,4138,1,8071,1,1;2;3
4608,1031,4139,1,2813,1,1;2;3
4609,1031,4140,1,943,1,1;2;3
4610,1031,4141,1,1379,1,1;2;3
4611,1031,4142,1,0,1,1;2;3
4612,1031,4143,1,0,1,1;2;3
4613,1031,4144,1,632,1,1;2;3
4614,1031,4145,1,7655,1,1;2;3
4615,1031,4146,1,33,1,1;2;3
4616,1031,4147,1,2,1,1;2;3
4617,1031,4148,1,59,1,1;2;3
4618,1031,4149,1,0,1,1;2;3
4619,1031,4150,1,0,1,1;2;3
4620,1032,4001,1,399,1,1;2;3
4621,1032,4002,1,0,1,1;2;3
4622,1032,4003,1,0,1,1;2;3
4623,1032,4004,1,2189,1,1;2;3
4624,1032,4005,1,1,1,1;2;3
4625,1032,4006,1,0,1,1;2;3
4626,1032,4007,1,7172,1,1;2;3
4627,1032,4008,1,0,1,1;2;3
4628,1032,4009,1,104,1,1;2;3
4629,1032,4010,1,0,1,1;2;3
4630,1032,4011,1,0,1,1;2;3
4631,1032,4012,1,1,1,1;2;3
4632,1032,4013,1,0,1,1;2;3
4633,1032,4014,1,0,1,1;2;3
4634,1032,4015,1,1,1,1;2;3
4635,1032,4016,1,0,1,1;2;3
4636,1032,4017,1,0,1,1;2;3
4637,1032,4018,1,0,1,1;2;3
4638,1032,4019,1,0,1,1;2;3
4639,1032,4020,1,105,1,1;2;3
4640,1032,4021,1,343,1,1;2;3
4641,1032,4022,1,1718,1,1;2;3
4642,1032,4023,1,0,1,1;2;3
4643,1032,4024,1,0,1,1;2;3
4644,1032,4025,1,0,1,1;2;3
4645,1032,4026,1,0,1,1;2;3
4646,1032,4027,1,0,1,1;2;3
4647,1032,4028,1,0,1,1;2;3
4648,1032,4029,1,0,1,1;2;3
4649,1032,4030,1,0,1,1;2;3
4650,1032,4031,1,0,1,1;2;3
4651,1032,4033,1,1,1,1;2;3
4652,1032,4034,1,1,1,1;2;3
4653,1032,4035,1,0,1,1;2;3
4654,1032,4036,1,0,1,1;2;3
4655,1032,4037,1,0,1,1;2;3
4656,1032,4038,1,0,1,1;2;3
4657,1032,4039,1,5,1,1;2;3
4658,1032,4040,1,2450,1,1;2;3
4659,1032,4041,1,0,1,1;2;3
4660,1032,4042,1,157,1,1;2;3
4661,1032,4043,1,171,1,1;2;3
4662,1032,4044,1,0,1,1;2;3
4663,1032,4045,1,173,1,1;2;3
4664,1032,4046,1,0,1,1;2;3
4665,1032,4047,1,5927,1,1;2;3
4666,1032,4048,1,0,1,1;2;3
4667,1032,4049,1,6,1,1;2;3
4668,1032,4050,1,581,1,1;2;3
4669,1032,4051,1,0,1,1;2;3
4670,1032,4052,1,0,1,1;2;3
4671,1032,4053,1,0,1,1;2;3
4672,1032,4054,1,282,1,1;2;3
4673,1032,4055,1,1,1,1;2;3
4674,1032,4056,1,29,1,1;2;3
4675,1032,4057,1,0,1,1;2;3
4676,1032,4058,1,0,1,1;2;3
4677,1032,4059,1,0,1,1;2;3
4678,1032,4060,1,118,1,1;2;3
4679,1032,4061,1,0,1,1;2;3
4680,1032,4062,1,6853,1,1;2;3
4681,1032,4063,1,6164,1,1;2;3
4682,1032,4064,1,0,1,1;2;3
4683,1032,4065,1,0,1,1;2;3
4684,1032,4066,1,1,1,1;2;3
4685,1032,4067,1,0,1,1;2;3
4686,1032,4068,1,38,1,1;2;3
4687,1032,4069,1,2357,1,1;2;3
4688,1032,4070,1,0,1,1;2;3
4689,1032,4071,1,0,1,1;2;3
4690,1032,4072,1,6,1,1;2;3
4691,1032,4073,1,0,1,1;2;3
4692,1032,4074,1,0,1,1;2;3
4693,1032,4075,1,0,1,1;2;3
4694,1032,4076,1,0,1,1;2;3
4695,1032,4077,1,2,1,1;2;3
4696,1032,4078,1,1,1,1;2;3
4697,1032,4079,1,0,1,1;2;3
4698,1032,4080,1,4591,1,1;2;3
4699,1032,4081,1,0,1,1;2;3
4700,1032,4082,1,13,1,1;2;3
4701,1032,4083,1,330,1,1;2;3
4702,1032,4084,1,0,1,1;2;3
4703,1032,4085,1,0,1,1;2;3
4704,1032,4086,1,0,1,1;2;3
4705,1032,4087,1,0,1,1;2;3
4706,1032,4088,1,0,1,1;2;3
4707,1032,4089,1,0,1,1;2;3
